Timestamp,Points,1. Your gender:,2. Your age:,3. Your region:,4. Your marital status:,5. Your status:,6. Your average monthly income:,7.What type of employment do you prefer?:,"8. If Entrepreneurship is attractive to you, what motives can motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.1. Flexible work schedule]","8. If Entrepreneurship is attractive to you, what motives can motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.2. Having an inspiring Business idea]","8. If Entrepreneurship is attractive to you, what motives might motivate you to engage in entrepreneurial activity (1 is the minimum value, 10 is the maximum value) [8.3. Unwillingness to work for someone]","8. If Entrepreneurship is attractive to you, what motives might motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.4. Prestige]","8. If Entrepreneurship is attractive to you, what motives might motivate you to engage in entrepreneurial activity (1 is the minimum value, 10 is the maximum value) [8.5. Try something new]","8. If Entrepreneurship is attractive to you, what motives can motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.6. Realization of your ambitions]","8. If Entrepreneurship is attractive to you, what motives can motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.7. Improve social status]","8. If Entrepreneurship is attractive to you, what motives can motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.8. Financial independence]",9. The field of activity that you would choose for Entrepreneurship:,10. Your competitive advantage for engaging in Entrepreneurship (you can specify several characteristics):,11. Select programs/funds/organizations/resources that you know of to support entrepreneurship:,"12. Rate the criteria that are important when choosing a business support program: (1 - minimum value, 10 - maximum value) [12.1. Opportunity to learn]","12. Rate the criteria that are important when choosing a business support program: (1 - minimum value, 10 - maximum value) [12.2. Favorable financing conditions]","12. Rate the criteria that are important when choosing a program to support entrepreneurship: (1 - minimum value, 10 - maximum value) [12.3. Availability of information]","12. Rate the criteria that are important when choosing a program to support entrepreneurship: (1 - minimum value, 10 - maximum value) [12.4. Notoriety]","12. Rate the criteria that are important when choosing a program to support entrepreneurship: (1 - minimum value, 10 - maximum value) [12.5. Competence and qualifications of employees]","12. Rate the criteria that are important when choosing a business support program: (1 - minimum value, 10 - maximum value) [12.6. Non-obligation to return money]","12. Rate the criteria that are important when choosing a business support program: (1 - minimum value, 10 - maximum value) [12.7. Industry affiliation]","12. Rate the criteria that are important when choosing a business support program: (1 - minimum value, 10 - maximum value) [12.8. Recommendations]","12. Rate the criteria that are important when choosing a program to support entrepreneurship: (1 - minimum value, 10 - maximum value) [12.9. Support and bringing to the result]",13. Rate on a 5-point scale your interest in starting your own business in the tourism industry:,14. Factors that may attract you to the tourism industry for Entrepreneurship: (Select all applicable answers),"15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.1. Bureaucracy]","15. Obstacles that stand in the way of youth engaging in innovative entrepreneurship in the field of tourism: (1- minimum value, 10- maximum value) [15.2. High taxes]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.3. Corruption]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1- minimum value, 10- maximum value) [15.4. Lack of knowledge of the market]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.5. Lack of information on government support for business]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.6. Lack of support from the state]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.7. Lack of self-confidence or fear of failure]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1- minimum value, 10- maximum value) [15.8. Lack of business education or experience]","15.Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.9. Lack of a team of like-minded people]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.10. Difficulties of running a business]",16.What innovative solutions do you think could significantly improve tourism in Kazakhstan?
21.09.2024 17:07:28,,1.2. Female,2.1. 18 - 22 years old,3.9. Karaganda region,4.2. Not married,5.1. Student,6.5. No income,7.3. Entrepreneurship,10,6,10,10,10,10,10,10,9.12. Trade,"10.6. Planning, 10.8. Creative thinking, 10.9. Project management","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.5.National Chamber of Entrepreneurs ""Atameken"", 11.6.Grants for startups",10,10,10,6,9,9,9,3,9,4,"14.3. Possibility of creating a family business, 14.4. International Bisuness, 14.5. Independence and flexibility in work, 14.6. Trips",6,6,6,8,8,8,8,8,5,10,16.7. Development of universal mobile applications for travel planning and booking services
21.09.2024 21:39:58,,1.1. Male,2.4. 31 - 35 years old,3.9. Karaganda region,4.1. Married,5.3. Working specialist,6.3. 300 000 tg – 500 000 tg,7.3. Entrepreneurship,10,4,10,7,3,8,8,10,9.7. Catering,"10.3. Communication skills, 10.7. Stress resistance","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.5.National Chamber of Entrepreneurs ""Atameken""",10,10,10,1,10,10,10,7,10,5,"14.1. Quick start without initial investment, 14.2. Opportunities for innovation, 14.3. Possibility of creating a family business, 14.5. Independence and flexibility in work, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",8,8,5,8,10,10,8,10,7,8,"16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.7. Development of universal mobile applications for travel planning and booking services"
22.09.2024 14:03:41,,1.2. Female,2.1. 18 - 22 years old,3.9. Karaganda region,4.2. Not married,5.1. Student,6.5. No income,7.3. Entrepreneurship,10,10,10,10,10,10,10,10,9.4. Art,"10.2. Willingness to take risks, 10.6. Planning, 10.8. Creative thinking",11.11. No knowledge of such resources,10,10,10,10,10,10,10,10,10,2,"14.2. Opportunities for innovation, 14.4. International Bisuness, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",9,9,8,9,10,10,10,9,9,8,16.7. Development of universal mobile applications for travel planning and booking services
23.09.2024 15:58:49,,1.2. Female,2.1. 18 - 22 years old,3.9. Karaganda region,4.2. Not married,5.1. Student,6.5. No income,7.3. Entrepreneurship,10,10,10,10,10,10,10,10,9.14. Tourism,"10.6. Planning, 10.8. Creative thinking","11.6.Grants for startups, 11.9.Online Resources and Platforms for Entrepreneurs",10,10,10,10,10,10,10,10,10,3,"14.1. Quick start without initial investment, 14.2. Opportunities for innovation, 14.3. Possibility of creating a family business, 14.4. International Bisuness, 14.5. Independence and flexibility in work, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",10,10,10,10,10,10,10,10,10,10,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
23.09.2024 16:05:55,,1.2. Female,2.1. 18 - 22 years old,3.9. Karaganda region,4.2. Not married,5.1. Student,6.5. No income,7.3. Entrepreneurship,10,10,8,10,10,10,10,10,9.14. Tourism,"10.3. Communication skills, 10.4. Leadership, 10.8. Creative thinking",11.11. No knowledge of such resources,10,10,10,10,10,7,10,10,10,3,"14.2. Opportunities for innovation, 14.4. International Bisuness, 14.6. Trips",10,10,10,10,10,10,10,10,10,10,"16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
23.09.2024 16:24:36,,1.2. Female,2.1. 18 - 22 years old,3.16. Ulytau region,4.2. Not married,5.1. Student,6.5. No income,7.2. Employment with guaranteed income.,5,7,4,8,4,5,8,10,9.14. Tourism,"10.1. Analytics, 10.6. Planning",11.11. No knowledge of such resources,8,9,9,10,10,5,5,7,10,2,"14.1. Quick start without initial investment, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",4,7,9,10,10,7,10,9,9,10,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
23.09.2024 16:24:51,,1.1. Male,2.1. 18 - 22 years old,3.9. Karaganda region,4.2. Not married,5.1. Student,6.5. No income,7.3. Entrepreneurship,10,10,5,5,10,10,10,10,9.1. Hotel sector,"10.1. Analytics, 10.3. Communication skills, 10.6. Planning, 10.8. Creative thinking, 10.10. Financial literacy",11.11. No knowledge of such resources,10,10,10,8,10,5,9,10,10,5,"14.2. Opportunities for innovation, 14.4. International Bisuness, 14.5. Independence and flexibility in work, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",10,10,10,10,10,5,5,3,2,1,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.7. Development of universal mobile applications for travel planning and booking services"
23.09.2024 18:07:13,,1.2. Female,2.1. 18 - 22 years old,3.9. Karaganda region,4.2. Not married,5.1. Student,6.5. No income,7.2. Employment with guaranteed income.,8,7,1,9,9,9,9,9,9.14. Tourism,10.9. Project management,"11.4. State program ""Business Roadmap - 2025"", 11.9.Online Resources and Platforms for Entrepreneurs",10,10,10,10,7,7,8,8,9,5,"14.2. Opportunities for innovation, 14.4. International Bisuness, 14.5. Independence and flexibility in work, 14.6. Trips",3,10,9,9,9,9,7,8,8,8,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.7. Development of universal mobile applications for travel planning and booking services"
23.09.2024 18:21:34,,1.2. Female,2.1. 18 - 22 years old,3.9. Karaganda region,4.2. Not married,5.1. Student,6.5. No income,7.3. Entrepreneurship,10,10,8,10,10,10,10,10,9.7. Catering,"10.3. Communication skills, 10.6. Planning, 10.7. Stress resistance","11.6.Grants for startups, 11.8. Educational courses and seminars on entrepreneurship, 11.9.Online Resources and Platforms for Entrepreneurs",10,10,10,10,10,10,10,10,10,5,"14.3. Possibility of creating a family business, 14.6. Trips",7,7,8,9,8,8,8,5,9,7,16.1. Development of holographic guides that can accompany tourists to historical sites and attractions
23.09.2024 23:03:50,,1.1. Male,2.4. 31 - 35 years old,3.9. Karaganda region,4.1. Married,5.5. Freelancer / self-employed,6.2. 150 000 tg – 300 000 tg,7.3. Entrepreneurship,1,1,1,1,1,1,1,1,9.7. Catering,"10.3. Communication skills, 10.4. Leadership, 10.5. Problem solving skills, 10.8. Creative thinking, 10.10. Financial literacy","11.3. JSC ""Qazaqstan Investment Corporation"", 11.11. No knowledge of such resources",1,1,1,1,1,1,1,1,1,1,"14.1. Quick start without initial investment, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",1,1,1,1,1,1,1,1,1,1,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.7. Development of universal mobile applications for travel planning and booking services"
02.10.2024 16:53:57,,1.2. Female,2.1. 18 - 22 years old,3.16. Ulytau region,4.2. Not married,5.1. Student,6.5. No income,7.3. Entrepreneurship,10,9,7,9,10,4,9,10,9.1. Hotel sector,"10.4. Leadership, 10.5. Problem solving skills, 10.6. Planning, 10.10. Financial literacy","11.4. State program ""Business Roadmap - 2025""",10,9,10,8,8,9,7,8,8,4,"14.1. Quick start without initial investment, 14.2. Opportunities for innovation, 14.6. Trips",2,1,1,1,1,1,1,1,1,1,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals"
02.10.2024 17:16:50,,1.2. Female,2.1. 18 - 22 years old,3.16. Ulytau region,4.2. Not married,5.1. Student,6.5. No income,7.3. Entrepreneurship,1,2,10,10,10,10,10,10,9.1. Hotel sector,"10.2. Willingness to take risks, 10.3. Communication skills, 10.4. Leadership, 10.5. Problem solving skills, 10.7. Stress resistance, 10.8. Creative thinking, 10.10. Financial literacy","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.2.JSC National Management Holding Baiterek, 11.5.National Chamber of Entrepreneurs ""Atameken""",10,10,10,10,10,10,10,10,10,3,"14.1. Quick start without initial investment, 14.5. Independence and flexibility in work, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",1,2,1,2,1,2,1,2,1,2,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
02.10.2024 17:47:31,,1.2. Female,2.1. 18 - 22 years old,3.16. Ulytau region,4.2. Not married,5.1. Student,6.2. 150 000 tg – 300 000 tg,7.3. Entrepreneurship,1,1,3,1,1,1,1,1,9.12. Trade,"10.3. Communication skills, 10.4. Leadership","11.2.JSC National Management Holding Baiterek, 11.5.National Chamber of Entrepreneurs ""Atameken""",1,1,1,2,1,2,2,1,1,1,"14.2. Opportunities for innovation, 14.6. Trips",1,2,2,2,1,2,1,3,3,1,"16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts"
02.10.2024 17:50:01,,1.1. Male,2.2. 23 - 25 years old,3.1. Abay region,4.1. Married,5.2. Civil servant,6.3. 300 000 tg – 500 000 tg,7.2. Employment with guaranteed income.,1,1,2,2,3,1,2,1,9.12. Trade,"10.4. Leadership, 10.5. Problem solving skills, 10.6. Planning",11.11. No knowledge of such resources,1,1,1,2,2,3,1,2,2,2,"14.1. Quick start without initial investment, 14.6. Trips",2,2,1,1,2,2,3,3,1,2,"16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts"
02.10.2024 18:56:32,,1.2. Female,2.1. 18 - 22 years old,3.9. Karaganda region,4.2. Not married,5.1. Student,6.5. No income,7.1. Civil service,10,10,10,10,10,10,10,10,9.5. Logistics,"10.1. Analytics, 10.2. Willingness to take risks, 10.3. Communication skills, 10.4. Leadership, 10.6. Planning, 10.7. Stress resistance, 10.10. Financial literacy","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.2.JSC National Management Holding Baiterek, 11.3. JSC ""Qazaqstan Investment Corporation"", 11.8. Educational courses and seminars on entrepreneurship, 11.9.Online Resources and Platforms for Entrepreneurs",10,10,10,10,10,10,10,10,10,5,"14.2. Opportunities for innovation, 14.3. Possibility of creating a family business, 14.4. International Bisuness, 14.6. Trips",10,10,10,10,10,10,10,10,10,10,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals"
02.10.2024 18:58:47,,1.2. Female,2.2. 23 - 25 years old,3.9. Karaganda region,4.2. Not married,5.2. Civil servant,6.5. No income,7.1. Civil service,10,10,10,10,10,10,10,10,9.14. Tourism,"10.1. Analytics, 10.2. Willingness to take risks, 10.3. Communication skills, 10.4. Leadership, 10.6. Planning, 10.10. Financial literacy","11.2.JSC National Management Holding Baiterek, 11.4. State program ""Business Roadmap - 2025"", 11.9.Online Resources and Platforms for Entrepreneurs, 11.10.Private Business Incubators and Accelerators",10,10,10,10,10,10,10,10,10,5,14.5. Independence and flexibility in work,9,9,10,10,10,10,10,10,10,10,"16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
02.10.2024 19:01:05,,1.2. Female,2.1. 18 - 22 years old,3.9. Karaganda region,4.2. Not married,5.6. Unemployed,6.5. No income,7.2. Employment with guaranteed income.,10,10,10,10,10,10,10,10,9.9. Entertainment and leisure,"10.3. Communication skills, 10.4. Leadership, 10.9. Project management, 10.10. Financial literacy","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.2.JSC National Management Holding Baiterek, 11.9.Online Resources and Platforms for Entrepreneurs, 11.10.Private Business Incubators and Accelerators",10,10,10,10,10,10,10,10,9,5,"14.5. Independence and flexibility in work, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",10,10,10,10,10,10,10,10,10,10,"16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals"
02.10.2024 19:03:21,,1.2. Female,2.2. 23 - 25 years old,3.9. Karaganda region,4.2. Not married,5.6. Unemployed,6.5. No income,7.2. Employment with guaranteed income.,10,10,10,10,10,10,10,10,9.14. Tourism,"10.4. Leadership, 10.7. Stress resistance, 10.8. Creative thinking","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.2.JSC National Management Holding Baiterek, 11.3. JSC ""Qazaqstan Investment Corporation"", 11.4. State program ""Business Roadmap - 2025"", 11.5.National Chamber of Entrepreneurs ""Atameken"", 11.9.Online Resources and Platforms for Entrepreneurs, 11.10.Private Business Incubators and Accelerators",10,10,10,10,10,10,10,10,10,5,"14.1. Quick start without initial investment, 14.5. Independence and flexibility in work, 14.6. Trips",10,10,10,10,10,10,10,10,10,10,"16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts"
02.10.2024 19:07:02,,1.2. Female,2.3. 26 - 30 years old,3.9. Karaganda region,4.2. Not married,5.2. Civil servant,6.1. 85 000 tg - 150 000 tg,7.1. Civil service,10,10,10,10,10,10,10,10,9.3. Information Technology,"10.2. Willingness to take risks, 10.4. Leadership, 10.6. Planning, 10.8. Creative thinking, 10.10. Financial literacy","11.2.JSC National Management Holding Baiterek, 11.4. State program ""Business Roadmap - 2025"", 11.6.Grants for startups, 11.8. Educational courses and seminars on entrepreneurship, 11.10.Private Business Incubators and Accelerators",10,10,10,10,10,10,10,10,10,5,"14.2. Opportunities for innovation, 14.4. International Bisuness, 14.6. Trips",10,10,10,10,10,10,10,10,10,10,"16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals"
02.10.2024 19:08:28,,1.2. Female,2.2. 23 - 25 years old,3.9. Karaganda region,4.2. Not married,5.2. Civil servant,6.2. 150 000 tg – 300 000 tg,7.2. Employment with guaranteed income.,10,10,10,10,10,10,10,10,9.4. Art,"10.1. Analytics, 10.3. Communication skills, 10.5. Problem solving skills, 10.7. Stress resistance, 10.9. Project management","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.3. JSC ""Qazaqstan Investment Corporation"", 11.5.National Chamber of Entrepreneurs ""Atameken"", 11.7. Consulting and mentoring from experienced entrepreneurs, 11.9.Online Resources and Platforms for Entrepreneurs",10,10,10,10,10,10,10,10,10,5,"14.2. Opportunities for innovation, 14.4. International Bisuness, 14.6. Trips",10,10,10,10,10,10,10,10,10,10,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.7. Development of universal mobile applications for travel planning and booking services"
03.10.2024 13:43:23,,1.1. Male,2.2. 23 - 25 years old,3.4. Almaty region,4.2. Not married,5.5. Freelancer / self-employed,6.3. 300 000 tg – 500 000 tg,7.3. Entrepreneurship,7,8,8,7,8,9,8,9,9.14. Tourism,10.7. Stress resistance,"11.1. JSC ""Entrepreneurship Development Fund ""Damu""",9,8,9,9,8,9,9,9,9,5,14.3. Possibility of creating a family business,9,10,10,10,10,10,10,10,9,9,16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes
03.10.2024 13:45:02,,1.2. Female,2.4. 31 - 35 years old,3.14. North Kazakhstan region,4.1. Married,5.3. Working specialist,6.3. 300 000 tg – 500 000 tg,7.2. Employment with guaranteed income.,8,9,9,8,8,9,9,8,9.14. Tourism,"10.4. Leadership, 10.8. Creative thinking","11.3. JSC ""Qazaqstan Investment Corporation""",8,8,8,9,9,9,8,8,8,5,14.2. Opportunities for innovation,9,9,10,10,10,10,10,9,9,9,"16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells"
03.10.2024 13:46:20,,1.1. Male,2.2. 23 - 25 years old,3.16. Ulytau region,4.2. Not married,5.3. Working specialist,6.4. More than 500 000 tg,7.2. Employment with guaranteed income.,8,9,8,8,8,9,8,9,9.14. Tourism,10.2. Willingness to take risks,11.7. Consulting and mentoring from experienced entrepreneurs,9,9,10,10,10,9,9,9,9,5,"14.1. Quick start without initial investment, 14.3. Possibility of creating a family business",9,9,9,9,10,10,10,10,10,10,16.7. Development of universal mobile applications for travel planning and booking services
03.10.2024 13:48:03,,1.1. Male,2.1. 18 - 22 years old,3.6. West Kazakhstan region,4.1. Married,5.5. Freelancer / self-employed,6.4. More than 500 000 tg,7.1. Civil service,7,7,6,7,8,7,7,7,9.14. Tourism,10.5. Problem solving skills,11.6.Grants for startups,8,8,8,9,9,9,8,9,9,5,14.1. Quick start without initial investment,10,9,9,10,10,9,10,10,9,9,16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts
03.10.2024 13:49:03,,1.2. Female,2.4. 31 - 35 years old,3.6. West Kazakhstan region,4.2. Not married,5.6. Unemployed,6.1. 85 000 tg - 150 000 tg,7.3. Entrepreneurship,10,10,4,10,10,10,10,10,9.14. Tourism,"10.1. Analytics, 10.2. Willingness to take risks, 10.3. Communication skills, 10.4. Leadership, 10.5. Problem solving skills, 10.6. Planning, 10.7. Stress resistance","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.2.JSC National Management Holding Baiterek, 11.4. State program ""Business Roadmap - 2025"", 11.5.National Chamber of Entrepreneurs ""Atameken"", 11.6.Grants for startups, 11.7. Consulting and mentoring from experienced entrepreneurs",10,10,10,10,10,10,10,10,10,5,"14.1. Quick start without initial investment, 14.2. Opportunities for innovation, 14.3. Possibility of creating a family business, 14.4. International Bisuness, 14.5. Independence and flexibility in work, 14.6. Trips",10,10,10,10,10,10,10,10,10,10,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
03.10.2024 13:49:20,,1.2. Female,2.3. 26 - 30 years old,3.17. East Kazakhstan region,4.2. Not married,5.3. Working specialist,6.1. 85 000 tg - 150 000 tg,7.1. Civil service,8,9,8,9,8,9,8,9,9.14. Tourism,10.9. Project management,11.9.Online Resources and Platforms for Entrepreneurs,9,9,9,9,9,9,9,9,9,5,14.5. Independence and flexibility in work,9,10,10,10,9,9,9,10,10,10,16.1. Development of holographic guides that can accompany tourists to historical sites and attractions
03.10.2024 13:50:43,,1.1. Male,2.3. 26 - 30 years old,3.8. Zhetisu region,4.1. Married,5.5. Freelancer / self-employed,6.4. More than 500 000 tg,7.2. Employment with guaranteed income.,8,9,9,9,8,8,8,9,9.14. Tourism,10.2. Willingness to take risks,"11.5.National Chamber of Entrepreneurs ""Atameken""",8,8,8,8,8,8,8,8,8,5,14.5. Independence and flexibility in work,10,10,9,10,9,10,10,9,10,10,16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes
03.10.2024 13:51:49,,1.2. Female,2.2. 23 - 25 years old,3.7. Zhambyl region,4.1. Married,5.4. Entrepreneur,6.3. 300 000 tg – 500 000 tg,7.3. Entrepreneurship,9,9,8,9,9,8,10,8,9.14. Tourism,"10.3. Communication skills, 10.5. Problem solving skills, 10.7. Stress resistance, 10.9. Project management","11.2.JSC National Management Holding Baiterek, 11.3. JSC ""Qazaqstan Investment Corporation"", 11.4. State program ""Business Roadmap - 2025"", 11.5.National Chamber of Entrepreneurs ""Atameken"", 11.10.Private Business Incubators and Accelerators",9,9,8,8,9,8,8,8,9,5,"14.5. Independence and flexibility in work, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",9,9,10,10,9,9,9,10,9,9,"16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells"
03.10.2024 13:52:43,,1.1. Male,2.3. 26 - 30 years old,3.19. Almaty city,4.2. Not married,5.5. Freelancer / self-employed,6.4. More than 500 000 tg,7.2. Employment with guaranteed income.,8,9,8,9,9,8,8,8,9.14. Tourism,10.5. Problem solving skills,"11.7. Consulting and mentoring from experienced entrepreneurs, 11.10.Private Business Incubators and Accelerators, 11.11. No knowledge of such resources",9,8,9,8,8,8,8,9,9,5,"14.3. Possibility of creating a family business, 14.4. International Bisuness, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",9,10,10,10,10,9,10,10,9,10,"16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts"
